id;label
136;Charlock
137;Charlock
138;Charlock
139;Charlock
140;Charlock
141;Charlock
142;Charlock
143;Charlock
144;Charlock
145;Charlock
146;Charlock
147;Charlock
148;Charlock
149;Charlock
150;Cleavers
151;Cleavers
152;Cleavers
153;Cleavers
154;Cleavers
155;Cleavers
156;Cleavers
157;Cleavers
158;Cleavers
159;Cleavers
160;Cleavers
161;Cleavers
162;Cleavers
163;Cleavers
164;Cleavers
165;Cleavers
166;Cleavers
167;Cleavers
168;Cleavers
169;Cleavers
170;Cleavers
171;Cleavers
172;Cleavers
173;Cleavers
174;Cleavers
175;Cleavers
176;Cleavers
177;Cleavers
178;Cleavers
179;Cleavers
180;Cleavers
181;Cleavers
182;Cleavers
183;Cleavers
184;Cleavers
185;Cleavers
186;Cleavers
187;Cleavers
188;Cleavers
189;Cleavers
190;Cleavers
191;Cleavers
192;Cleavers
193;Cleavers
194;Cleavers
195;Cleavers
196;Cleavers
197;Cleavers
198;Cleavers
199;Cleavers
200;Cleavers
201;Cleavers
202;Cleavers
203;Cleavers
204;Cleavers
205;Cleavers
206;Cleavers
207;Cleavers
208;Cleavers
209;Cleavers
210;Cleavers
211;Cleavers
212;Cleavers
213;Cleavers
214;Cleavers
215;Cleavers
216;Cleavers
217;Cleavers
218;Cleavers
219;Cleavers
220;Cleavers
221;Cleavers
222;Cleavers
223;Cleavers
224;Cleavers
225;Common_chickweed
226;Common_chickweed
227;Common_chickweed
228;Common_chickweed
229;Common_chickweed
230;Common_chickweed
231;Common_chickweed
232;Common_chickweed
233;Common_chickweed
234;Common_chickweed
235;Common_chickweed
236;Common_chickweed
237;Common_chickweed
238;Common_chickweed
239;Common_chickweed
240;Common_chickweed
241;Common_chickweed
242;Common_chickweed
243;Common_chickweed
244;Common_chickweed
245;Common_chickweed
246;Common_chickweed
247;Common_chickweed
248;Common_chickweed
249;Common_chickweed
250;Common_chickweed
251;Common_chickweed
252;Common_chickweed
253;Common_chickweed
254;Common_chickweed
255;Common_chickweed
256;Common_chickweed
257;Common_chickweed
258;Common_chickweed
259;Common_chickweed
260;Common_chickweed
261;Common_chickweed
262;Common_chickweed
263;Common_chickweed
264;Common_chickweed
265;Common_chickweed
266;Common_chickweed
267;Common_chickweed
268;Common_chickweed
269;Common_chickweed
270;Common_chickweed
271;Common_chickweed
272;Common_chickweed
273;Common_chickweed
274;Common_chickweed
275;Common_chickweed
276;Common_chickweed
277;Common_chickweed
278;Common_chickweed
279;Common_chickweed
280;Common_chickweed
281;Common_chickweed
282;Common_chickweed
283;Common_chickweed
284;Common_chickweed
285;Common_chickweed
286;Common_chickweed
287;Common_chickweed
288;Common_chickweed
289;Common_chickweed
290;Common_chickweed
291;Common_chickweed
292;Common_chickweed
293;Common_chickweed
294;Common_chickweed
295;Common_chickweed
296;Common_chickweed
297;Common_chickweed
298;Common_chickweed
299;Common_chickweed
300;Common_wheat
301;Common_wheat
302;Common_wheat
303;Common_wheat
304;Common_wheat
305;Common_wheat
306;Common_wheat
307;Common_wheat
308;Common_wheat
309;Common_wheat
310;Common_wheat
311;Common_wheat
312;Common_wheat
313;Common_wheat
314;Common_wheat
315;Common_wheat
316;Common_wheat
317;Common_wheat
318;Common_wheat
319;Common_wheat
320;Common_wheat
321;Common_wheat
322;Common_wheat
323;Common_wheat
324;Common_wheat
325;Common_wheat
326;Common_wheat
327;Common_wheat
328;Common_wheat
329;Common_wheat
330;Common_wheat
331;Common_wheat
332;Common_wheat
333;Common_wheat
334;Common_wheat
335;Common_wheat
336;Common_wheat
337;Common_wheat
338;Common_wheat
339;Common_wheat
340;Common_wheat
341;Common_wheat
342;Common_wheat
343;Common_wheat
344;Common_wheat
345;Common_wheat
346;Common_wheat
347;Common_wheat
348;Common_wheat
349;Common_wheat
350;Common_wheat
351;Common_wheat
352;Common_wheat
353;Common_wheat
354;Common_wheat
355;Common_wheat
356;Common_wheat
357;Common_wheat
358;Common_wheat
359;Common_wheat
360;Common_wheat
361;Common_wheat
362;Common_wheat
363;Common_wheat
364;Common_wheat
365;Common_wheat
366;Common_wheat
367;Common_wheat
368;Common_wheat
369;Common_wheat
370;Common_wheat
371;Common_wheat
372;Common_wheat
373;Common_wheat
374;Common_wheat
375;Fat_Hen
376;Fat_Hen
377;Fat_Hen
378;Fat_Hen
379;Fat_Hen
380;Fat_Hen
381;Fat_Hen
382;Fat_Hen
383;Fat_Hen
384;Fat_Hen
385;Fat_Hen
386;Fat_Hen
387;Fat_Hen
388;Fat_Hen
389;Fat_Hen
390;Fat_Hen
391;Fat_Hen
392;Fat_Hen
393;Fat_Hen
394;Fat_Hen
395;Fat_Hen
396;Fat_Hen
397;Fat_Hen
398;Fat_Hen
399;Fat_Hen
400;Fat_Hen
401;Fat_Hen
402;Fat_Hen
403;Fat_Hen
404;Fat_Hen
405;Fat_Hen
406;Fat_Hen
407;Fat_Hen
408;Fat_Hen
409;Fat_Hen
410;Fat_Hen
411;Fat_Hen
412;Fat_Hen
413;Fat_Hen
414;Fat_Hen
415;Fat_Hen
416;Fat_Hen
417;Fat_Hen
418;Fat_Hen
419;Fat_Hen
420;Fat_Hen
421;Fat_Hen
422;Fat_Hen
423;Fat_Hen
424;Fat_Hen
425;Fat_Hen
426;Fat_Hen
427;Fat_Hen
428;Fat_Hen
429;Fat_Hen
430;Fat_Hen
431;Fat_Hen
432;Fat_Hen
433;Fat_Hen
434;Fat_Hen
435;Fat_Hen
436;Fat_Hen
437;Fat_Hen
438;Fat_Hen
439;Fat_Hen
440;Fat_Hen
441;Fat_Hen
442;Fat_Hen
443;Fat_Hen
444;Fat_Hen
445;Fat_Hen
446;Fat_Hen
447;Fat_Hen
448;Fat_Hen
449;Fat_Hen
450;Loose_Silky_bent
451;Loose_Silky_bent
452;Loose_Silky_bent
453;Loose_Silky_bent
454;Loose_Silky_bent
455;Loose_Silky_bent
456;Loose_Silky_bent
457;Loose_Silky_bent
458;Loose_Silky_bent
459;Loose_Silky_bent
460;Loose_Silky_bent
461;Loose_Silky_bent
462;Loose_Silky_bent
463;Loose_Silky_bent
464;Loose_Silky_bent
465;Loose_Silky_bent
466;Loose_Silky_bent
467;Loose_Silky_bent
468;Loose_Silky_bent
469;Loose_Silky_bent
470;Loose_Silky_bent
471;Loose_Silky_bent
472;Loose_Silky_bent
473;Loose_Silky_bent
474;Loose_Silky_bent
475;Loose_Silky_bent
476;Loose_Silky_bent
477;Loose_Silky_bent
478;Loose_Silky_bent
479;Loose_Silky_bent
480;Loose_Silky_bent
481;Loose_Silky_bent
482;Loose_Silky_bent
483;Loose_Silky_bent
484;Loose_Silky_bent
485;Loose_Silky_bent
486;Loose_Silky_bent
487;Loose_Silky_bent
488;Loose_Silky_bent
489;Loose_Silky_bent
490;Loose_Silky_bent
491;Loose_Silky_bent
492;Loose_Silky_bent
493;Loose_Silky_bent
494;Loose_Silky_bent
495;Loose_Silky_bent
496;Loose_Silky_bent
497;Loose_Silky_bent
498;Loose_Silky_bent
499;Loose_Silky_bent
500;Loose_Silky_bent
501;Loose_Silky_bent
502;Loose_Silky_bent
503;Loose_Silky_bent
504;Loose_Silky_bent
505;Loose_Silky_bent
506;Loose_Silky_bent
507;Loose_Silky_bent
508;Loose_Silky_bent
509;Loose_Silky_bent
510;Loose_Silky_bent
511;Loose_Silky_bent
512;Loose_Silky_bent
513;Loose_Silky_bent
514;Loose_Silky_bent
515;Loose_Silky_bent
516;Loose_Silky_bent
517;Loose_Silky_bent
518;Loose_Silky_bent
519;Loose_Silky_bent
520;Loose_Silky_bent
521;Loose_Silky_bent
522;Loose_Silky_bent
523;Loose_Silky_bent
524;Loose_Silky_bent
525;Maize
526;Maize
527;Maize
528;Maize
529;Maize
530;Maize
531;Maize
532;Maize
533;Maize
534;Maize
535;Maize
536;Maize
537;Maize
538;Maize
539;Maize
540;Maize
541;Maize
542;Maize
543;Maize
544;Maize
545;Maize
546;Maize
547;Maize
548;Maize
549;Maize
550;Maize
551;Maize
552;Maize
553;Maize
554;Maize
555;Maize
556;Maize
557;Maize
558;Maize
559;Maize
560;Maize
561;Maize
562;Maize
563;Maize
564;Maize
565;Maize
566;Maize
567;Maize
568;Maize
569;Maize
570;Maize
571;Maize
572;Maize
573;Maize
574;Maize
575;Maize
576;Maize
577;Maize
578;Maize
579;Maize
580;Maize
581;Maize
582;Maize
583;Maize
584;Maize
585;Maize
586;Maize
587;Maize
588;Maize
589;Maize
590;Maize
591;Maize
592;Maize
593;Maize
594;Maize
595;Maize
596;Maize
597;Maize
598;Maize
599;Maize
600;Scentless_Mayweed
601;Scentless_Mayweed
602;Scentless_Mayweed
603;Scentless_Mayweed
604;Scentless_Mayweed
605;Scentless_Mayweed
606;Scentless_Mayweed
607;Scentless_Mayweed
608;Scentless_Mayweed
609;Scentless_Mayweed
610;Scentless_Mayweed
611;Scentless_Mayweed
612;Scentless_Mayweed
613;Scentless_Mayweed
614;Scentless_Mayweed
615;Scentless_Mayweed
616;Scentless_Mayweed
617;Scentless_Mayweed
618;Scentless_Mayweed
619;Scentless_Mayweed
620;Scentless_Mayweed
621;Scentless_Mayweed
622;Scentless_Mayweed
623;Scentless_Mayweed
624;Scentless_Mayweed
625;Scentless_Mayweed
626;Scentless_Mayweed
627;Scentless_Mayweed
628;Scentless_Mayweed
629;Scentless_Mayweed
630;Scentless_Mayweed
631;Scentless_Mayweed
632;Scentless_Mayweed
633;Scentless_Mayweed
634;Scentless_Mayweed
635;Scentless_Mayweed
636;Scentless_Mayweed
637;Scentless_Mayweed
638;Scentless_Mayweed
639;Scentless_Mayweed
640;Scentless_Mayweed
641;Scentless_Mayweed
642;Scentless_Mayweed
643;Scentless_Mayweed
644;Scentless_Mayweed
645;Scentless_Mayweed
646;Scentless_Mayweed
647;Scentless_Mayweed
648;Scentless_Mayweed
649;Scentless_Mayweed
650;Scentless_Mayweed
651;Scentless_Mayweed
652;Scentless_Mayweed
653;Scentless_Mayweed
654;Scentless_Mayweed
655;Scentless_Mayweed
656;Scentless_Mayweed
657;Scentless_Mayweed
658;Scentless_Mayweed
659;Scentless_Mayweed
660;Scentless_Mayweed
661;Scentless_Mayweed
662;Scentless_Mayweed
663;Scentless_Mayweed
664;Scentless_Mayweed
665;Scentless_Mayweed
666;Scentless_Mayweed
667;Scentless_Mayweed
668;Scentless_Mayweed
669;Scentless_Mayweed
670;Scentless_Mayweed
671;Scentless_Mayweed
672;Scentless_Mayweed
673;Scentless_Mayweed
674;Scentless_Mayweed
675;Shepherd's_Purse
676;Shepherd's_Purse
677;Shepherd's_Purse
678;Shepherd's_Purse
679;Shepherd's_Purse
680;Shepherd's_Purse
681;Shepherd's_Purse
682;Shepherd's_Purse
683;Shepherd's_Purse
684;Shepherd's_Purse
685;Shepherd's_Purse
686;Shepherd's_Purse
687;Shepherd's_Purse
688;Shepherd's_Purse
689;Shepherd's_Purse
690;Shepherd's_Purse
691;Shepherd's_Purse
692;Shepherd's_Purse
693;Shepherd's_Purse
694;Shepherd's_Purse
695;Shepherd's_Purse
696;Shepherd's_Purse
697;Shepherd's_Purse
698;Shepherd's_Purse
699;Shepherd's_Purse
700;Shepherd's_Purse
701;Shepherd's_Purse
702;Shepherd's_Purse
703;Shepherd's_Purse
704;Shepherd's_Purse
705;Shepherd's_Purse
706;Shepherd's_Purse
707;Shepherd's_Purse
708;Shepherd's_Purse
709;Shepherd's_Purse
710;Shepherd's_Purse
711;Shepherd's_Purse
712;Shepherd's_Purse
713;Shepherd's_Purse
714;Shepherd's_Purse
715;Shepherd's_Purse
716;Shepherd's_Purse
717;Shepherd's_Purse
718;Shepherd's_Purse
719;Shepherd's_Purse
720;Shepherd's_Purse
721;Shepherd's_Purse
722;Shepherd's_Purse
723;Shepherd's_Purse
724;Shepherd's_Purse
725;Shepherd's_Purse
726;Shepherd's_Purse
727;Shepherd's_Purse
728;Shepherd's_Purse
729;Shepherd's_Purse
730;Shepherd's_Purse
731;Shepherd's_Purse
732;Shepherd's_Purse
733;Shepherd's_Purse
734;Shepherd's_Purse
735;Shepherd's_Purse
736;Shepherd's_Purse
737;Shepherd's_Purse
738;Shepherd's_Purse
739;Shepherd's_Purse
740;Shepherd's_Purse
741;Shepherd's_Purse
742;Shepherd's_Purse
743;Shepherd's_Purse
744;Shepherd's_Purse
745;Shepherd's_Purse
746;Shepherd's_Purse
747;Shepherd's_Purse
748;Shepherd's_Purse
749;Shepherd's_Purse
750;Samll_Flowered_Cranesbill
751;Samll_Flowered_Cranesbill
752;Samll_Flowered_Cranesbill
753;Samll_Flowered_Cranesbill
754;Samll_Flowered_Cranesbill
755;Samll_Flowered_Cranesbill
756;Samll_Flowered_Cranesbill
757;Samll_Flowered_Cranesbill
758;Samll_Flowered_Cranesbill
759;Samll_Flowered_Cranesbill
760;Samll_Flowered_Cranesbill
761;Samll_Flowered_Cranesbill
762;Samll_Flowered_Cranesbill
763;Samll_Flowered_Cranesbill
764;Samll_Flowered_Cranesbill
765;Samll_Flowered_Cranesbill
766;Samll_Flowered_Cranesbill
767;Samll_Flowered_Cranesbill
768;Samll_Flowered_Cranesbill
769;Samll_Flowered_Cranesbill
770;Samll_Flowered_Cranesbill
771;Samll_Flowered_Cranesbill
772;Samll_Flowered_Cranesbill
773;Samll_Flowered_Cranesbill
774;Samll_Flowered_Cranesbill
775;Samll_Flowered_Cranesbill
776;Samll_Flowered_Cranesbill
777;Samll_Flowered_Cranesbill
778;Samll_Flowered_Cranesbill
779;Samll_Flowered_Cranesbill
780;Samll_Flowered_Cranesbill
781;Samll_Flowered_Cranesbill
782;Samll_Flowered_Cranesbill
783;Samll_Flowered_Cranesbill
784;Samll_Flowered_Cranesbill
785;Samll_Flowered_Cranesbill
786;Samll_Flowered_Cranesbill
787;Samll_Flowered_Cranesbill
788;Samll_Flowered_Cranesbill
789;Samll_Flowered_Cranesbill
790;Samll_Flowered_Cranesbill
791;Samll_Flowered_Cranesbill
792;Samll_Flowered_Cranesbill
793;Samll_Flowered_Cranesbill
794;Samll_Flowered_Cranesbill
795;Samll_Flowered_Cranesbill
796;Samll_Flowered_Cranesbill
797;Samll_Flowered_Cranesbill
798;Samll_Flowered_Cranesbill
799;Samll_Flowered_Cranesbill
800;Samll_Flowered_Cranesbill
801;Samll_Flowered_Cranesbill
802;Samll_Flowered_Cranesbill
803;Samll_Flowered_Cranesbill
804;Samll_Flowered_Cranesbill
805;Samll_Flowered_Cranesbill
806;Samll_Flowered_Cranesbill
807;Samll_Flowered_Cranesbill
808;Samll_Flowered_Cranesbill
809;Samll_Flowered_Cranesbill
810;Samll_Flowered_Cranesbill
811;Samll_Flowered_Cranesbill
812;Samll_Flowered_Cranesbill
813;Samll_Flowered_Cranesbill
814;Samll_Flowered_Cranesbill
815;Samll_Flowered_Cranesbill
816;Samll_Flowered_Cranesbill
817;Samll_Flowered_Cranesbill
818;Samll_Flowered_Cranesbill
819;Samll_Flowered_Cranesbill
820;Samll_Flowered_Cranesbill
821;Samll_Flowered_Cranesbill
822;Samll_Flowered_Cranesbill
823;Samll_Flowered_Cranesbill
824;Samll_Flowered_Cranesbill
825;Suger_beet11
826;Suger_beet
827;Suger_beet
828;Suger_beet
829;Suger_beet
830;Suger_beet
831;Suger_beet
832;Suger_beet
833;Suger_beet
834;Suger_beet
835;Suger_beet
836;Suger_beet
837;Suger_beet
838;Suger_beet
839;Suger_beet
840;Suger_beet
841;Suger_beet
842;Suger_beet
843;Suger_beet
844;Suger_beet
845;Suger_beet
846;Suger_beet
847;Suger_beet
848;Suger_beet
849;Suger_beet
850;Suger_beet
851;Suger_beet
852;Suger_beet
853;Suger_beet
854;Suger_beet
855;Suger_beet
856;Suger_beet
857;Suger_beet
858;Suger_beet
859;Suger_beet
860;Suger_beet
861;Suger_beet
862;Suger_beet
863;Suger_beet
864;Suger_beet
865;Suger_beet
866;Suger_beet
867;Suger_beet
868;Suger_beet
869;Suger_beet
870;Suger_beet
871;Suger_beet
872;Suger_beet
873;Suger_beet
874;Suger_beet
875;Suger_beet
876;Suger_beet
877;Suger_beet
878;Suger_beet
879;Suger_beet
880;Suger_beet
881;Suger_beet
882;Suger_beet
883;Suger_beet
884;Suger_beet
885;Suger_beet
886;Suger_beet
887;Suger_beet
888;Suger_beet
889;Suger_beet
890;Suger_beet
891;Suger_beet
892;Suger_beet
893;Suger_beet
894;Suger_beet
895;Suger_beet
896;Suger_beet
897;Suger_beet
898;Suger_beet
899;Suger_beet
